control_key,control_name,framework_key,framework_name,clause_ref
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-1
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-2
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-3
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-5
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-6
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-8
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-9
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-11
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,AU-12
logging-monitoring,Logging & monitoring,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SI-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AC-2(12)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-45
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SC-45(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(16)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-1
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-2
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-3
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-3(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-5
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-6
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-6(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-6(3)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-7
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-7(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-8
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-9
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-9(4)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-11
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,AU-12
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(2)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(4)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-4(5)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AC-2(12)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-10
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-12(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-12(3)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-5(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-5(2)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(4)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(5)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(6)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(7)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-9(2)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-9(3)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-45
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SC-45(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(10)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(11)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(12)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(16)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(19)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-1
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-2
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-3
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-3(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-5
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-6(3)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-7
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-7(1)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-8
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-9
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-9(4)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-11
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,AU-12
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(2)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(4)
logging-monitoring,Logging & monitoring,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-4(5)
logging-monitoring,Logging & monitoring,gdpr,GDPR,Art.32(1)
logging-monitoring,Logging & monitoring,hipaa,HIPAA,164.308(a)(1)(ii)(D)
logging-monitoring,Logging & monitoring,hipaa,HIPAA,164.308(a)(5)(ii)(C)
logging-monitoring,Logging & monitoring,hipaa,HIPAA,164.312(b)
logging-monitoring,Logging & monitoring,iso-27001,ISO/IEC 27001,A.8.15
logging-monitoring,Logging & monitoring,iso-27001,ISO/IEC 27001,A.8.16
logging-monitoring,Logging & monitoring,iso-27001,ISO/IEC 27001,A.8.17
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.1
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.2
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.3
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.4
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.5
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.6
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.7
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.8
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.3.9
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.14.6
logging-monitoring,Logging & monitoring,nist-800-171,NIST SP 800-171,3.14.7
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-1
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-2
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-3
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-3(1)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-4
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-5
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-6
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-6(1)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-6(3)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-7
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-7(1)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-8
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-9
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-9(4)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-11
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,AU-12
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,SI-4
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,SI-4(2)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,SI-4(4)
logging-monitoring,Logging & monitoring,nist-800-53,NIST SP 800-53,SI-4(5)
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,DE.CM-09
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,PR.PS-04
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,DE.CM-03
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,DE.AE-02
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,DE.AE-03
logging-monitoring,Logging & monitoring,nist-csf,NIST Cybersecurity Framework,DE.AE-04
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.1
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.2
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.3
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.4
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.5
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.6
logging-monitoring,Logging & monitoring,pci-dss,PCI DSS,10.7
logging-monitoring,Logging & monitoring,soc-2,SOC 2,CC7.2
logging-monitoring,Logging & monitoring,sox,SOX (Sarbanes-Oxley) Section 404,P11
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.1
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.2
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.3
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.4
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.5
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.6
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,7.7
vulnerability-management,Vulnerability management,cis-controls,CIS Controls,16.2
vulnerability-management,Vulnerability management,coppa,COPPA,312.8(b)(4)
vulnerability-management,Vulnerability management,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-PIY-RVD
vulnerability-management,Vulnerability management,fedramp-20x,FedRAMP 20x Key Security Indicators,KSI-SCR-MON
vulnerability-management,Vulnerability management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,RA-5
vulnerability-management,Vulnerability management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,RA-5(2)
vulnerability-management,Vulnerability management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,RA-5(11)
vulnerability-management,Vulnerability management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SI-1
vulnerability-management,Vulnerability management,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,SI-2
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-5(3)
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-2(3)
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-5
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-5(2)
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-5(5)
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,RA-5(11)
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-1
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-2
vulnerability-management,Vulnerability management,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,SI-2(2)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(3)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(4)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(8)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-2(3)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(2)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(5)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,RA-5(11)
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-1
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-2
vulnerability-management,Vulnerability management,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,SI-2(2)
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-ADT
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-AKE
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-DET
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-FAV
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-MSP
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-CSO-RES
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-TFR-KEV
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-TFR-MVF
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-TFR-MVX
vulnerability-management,Vulnerability management,fedramp-rules-2026,FedRAMP Consolidated Rules for 2026,VDR-TFR-NMV
