control_key,control_name,framework_key,framework_name,clause_ref
personal-data-disclosure-log,Record of disclosures of personal information,soc-2,SOC 2,P6.2
personal-data-disclosure-log,Record of disclosures of personal information,soc-2,SOC 2,P6.3
personal-data-disclosure-log,Record of disclosures of personal information,soc-2,SOC 2,P6.7
personal-data-quality,Quality of personal information,pipeda,PIPEDA,4.6
personal-data-quality,Quality of personal information,pipeda,PIPEDA,4.6.1
personal-data-quality,Quality of personal information,pipeda,PIPEDA,4.6.2
personal-data-quality,Quality of personal information,pipeda,PIPEDA,4.6.3
personal-data-quality,Quality of personal information,soc-2,SOC 2,P7.1
esg-reporting,ESG reporting & disclosure,esg-essentials,ESG Essentials,G.8
environmental-aspects-impacts,Environmental aspects & impacts register,esg-essentials,ESG Essentials,E.8
environmental-aspects-impacts,Environmental aspects & impacts register,esg-essentials,ESG Essentials,E.10
climate-risk-assessment,Climate risk & adaptation assessment,esg-essentials,ESG Essentials,E.9
product-lifecycle-stewardship,Product & service life-cycle stewardship,esg-essentials,ESG Essentials,E.11
product-lifecycle-stewardship,Product & service life-cycle stewardship,esg-essentials,ESG Essentials,S.19
environmental-obligations-register,Environmental obligations register,esg-essentials,ESG Essentials,E.12
employee-wellbeing,Employee wellbeing & feedback,esg-essentials,ESG Essentials,S.4
human-rights-due-diligence,Human rights commitment & due diligence,esg-essentials,ESG Essentials,S.6
human-rights-due-diligence,Human rights commitment & due diligence,esg-essentials,ESG Essentials,S.9
human-rights-due-diligence,Human rights commitment & due diligence,esg-essentials,ESG Essentials,S.11
grievance-mechanism,Grievance & complaint handling,esg-essentials,ESG Essentials,S.10
grievance-mechanism,Grievance & complaint handling,esg-essentials,ESG Essentials,S.17
grievance-mechanism,Grievance & complaint handling,hipaa,HIPAA,164.530(d)(2)
grievance-mechanism,Grievance & complaint handling,iso-9001,ISO 9001,8.2.1
grievance-mechanism,Grievance & complaint handling,iso-9001,ISO 9001,10.2.1
grievance-mechanism,Grievance & complaint handling,pipeda,PIPEDA,4.10
grievance-mechanism,Grievance & complaint handling,pipeda,PIPEDA,4.10.1
grievance-mechanism,Grievance & complaint handling,pipeda,PIPEDA,4.10.2
grievance-mechanism,Grievance & complaint handling,pipeda,PIPEDA,4.10.3
grievance-mechanism,Grievance & complaint handling,pipeda,PIPEDA,4.10.4
grievance-mechanism,Grievance & complaint handling,soc-2,SOC 2,CC2.3
grievance-mechanism,Grievance & complaint handling,soc-2,SOC 2,P8.1
responsible-marketing,Responsible marketing & substantiated claims,esg-essentials,ESG Essentials,S.15
responsible-marketing,Responsible marketing & substantiated claims,iso-9001,ISO 9001,8.2.2
product-service-safety,Product & service safety,esg-essentials,ESG Essentials,S.16
product-service-safety,Product & service safety,iso-9001,ISO 9001,8.5.5
accessible-inclusive-service,Accessible & inclusive service,esg-essentials,ESG Essentials,S.18
stakeholder-engagement,Stakeholder identification & engagement,esg-essentials,ESG Essentials,G.10
stakeholder-engagement,Stakeholder identification & engagement,esg-essentials,ESG Essentials,S.7
stakeholder-engagement,Stakeholder identification & engagement,esg-essentials,ESG Essentials,S.20
stakeholder-engagement,Stakeholder identification & engagement,iso-9001,ISO 9001,4.2
community-contribution,"Local employment, skills & community investment",esg-essentials,ESG Essentials,S.21
community-contribution,"Local employment, skills & community investment",esg-essentials,ESG Essentials,S.23
responsible-procurement,Responsible purchasing practice,esg-essentials,ESG Essentials,S.22
responsible-political-engagement,Responsible political involvement,esg-essentials,ESG Essentials,G.11
fair-competition,Fair competition,esg-essentials,ESG Essentials,G.12
property-rights-respect,Respect for property & intellectual property rights,esg-essentials,ESG Essentials,G.13
property-rights-respect,Respect for property & intellectual property rights,fedramp-rev5-class-b,FedRAMP Rev5 Certification Class B,CM-10
property-rights-respect,Respect for property & intellectual property rights,fedramp-rev5-class-c,FedRAMP Rev5 Certification Class C,CM-10
property-rights-respect,Respect for property & intellectual property rights,fedramp-rev5-class-d,FedRAMP Rev5 Certification Class D,CM-10
property-rights-respect,Respect for property & intellectual property rights,iso-27001,ISO/IEC 27001,A.5.32
property-rights-respect,Respect for property & intellectual property rights,nist-800-53,NIST SP 800-53,CM-10
ai-system-inventory,AI system inventory,ai-governance-essentials,AI Governance Essentials,GV.3
ai-system-inventory,AI system inventory,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.6
ai-impact-assessment,AI system impact assessment,ai-governance-essentials,AI Governance Essentials,RM.1
ai-impact-assessment,AI system impact assessment,ai-governance-essentials,AI Governance Essentials,RM.2
ai-impact-assessment,AI system impact assessment,iso-42001,ISO/IEC 42001,6.1.4
ai-impact-assessment,AI system impact assessment,iso-42001,ISO/IEC 42001,8.4
ai-impact-assessment,AI system impact assessment,iso-42001,ISO/IEC 42001,A.5.2
ai-impact-assessment,AI system impact assessment,iso-42001,ISO/IEC 42001,A.5.4
ai-impact-assessment,AI system impact assessment,iso-42001,ISO/IEC 42001,A.5.5
ai-impact-assessment,AI system impact assessment,nist-ai-rmf,NIST AI Risk Management Framework,MAP-3.1
ai-impact-assessment,AI system impact assessment,nist-ai-rmf,NIST AI Risk Management Framework,MAP-3.2
ai-impact-assessment,AI system impact assessment,nist-ai-rmf,NIST AI Risk Management Framework,MAP-5.1
ai-impact-assessment,AI system impact assessment,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-4.2
human-oversight,Human oversight of AI,ai-governance-essentials,AI Governance Essentials,HO.1
human-oversight,Human oversight of AI,ai-governance-essentials,AI Governance Essentials,HO.2
human-oversight,Human oversight of AI,eu-ai-act,EU AI Act,HREQ-6
human-oversight,Human oversight of AI,eu-ai-act,EU AI Act,HOBL-5
human-oversight,Human oversight of AI,iso-42001,ISO/IEC 42001,A.6.2.6
human-oversight,Human oversight of AI,iso-42001,ISO/IEC 42001,A.9.2
human-oversight,Human oversight of AI,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-3.2
human-oversight,Human oversight of AI,nist-ai-rmf,NIST AI Risk Management Framework,MAP-3.5
ai-policy,AI policy,ai-governance-essentials,AI Governance Essentials,GV.1
ai-policy,AI policy,ai-governance-essentials,AI Governance Essentials,GV.4
ai-policy,AI policy,iso-42001,ISO/IEC 42001,5.2
ai-policy,AI policy,iso-42001,ISO/IEC 42001,A.2.2
ai-policy,AI policy,iso-42001,ISO/IEC 42001,A.2.3
ai-policy,AI policy,iso-42001,ISO/IEC 42001,A.2.4
ai-policy,AI policy,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.2
ai-policy,AI policy,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.4
ai-roles-responsibilities,AI roles & accountability,ai-governance-essentials,AI Governance Essentials,GV.2
ai-roles-responsibilities,AI roles & accountability,iso-42001,ISO/IEC 42001,A.3.2
ai-roles-responsibilities,AI roles & accountability,iso-42001,ISO/IEC 42001,A.3.3
ai-roles-responsibilities,AI roles & accountability,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-2.1
ai-roles-responsibilities,AI roles & accountability,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-2.3
ai-risk-management,AI risk management process,eu-ai-act,EU AI Act,HREQ-1
ai-risk-management,AI risk management process,iso-42001,ISO/IEC 42001,6.1.2
ai-risk-management,AI risk management process,iso-42001,ISO/IEC 42001,8.2
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.3
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.5
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.5
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-1.1
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-3.1
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-3.2
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-1.2
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-1.3
ai-risk-management,AI risk management process,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-2.1
ai-data-governance,Data governance for AI,ai-governance-essentials,AI Governance Essentials,DA.1
ai-data-governance,Data governance for AI,ai-governance-essentials,AI Governance Essentials,DA.2
ai-data-governance,Data governance for AI,ai-governance-essentials,AI Governance Essentials,DA.4
ai-data-governance,Data governance for AI,eu-ai-act,EU AI Act,HREQ-2
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.4.3
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.7.2
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.7.3
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.7.4
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.7.5
ai-data-governance,Data governance for AI,iso-42001,ISO/IEC 42001,A.7.6
ai-responsible-development,Responsible AI development lifecycle,iso-42001,ISO/IEC 42001,A.6.1.2
ai-responsible-development,Responsible AI development lifecycle,iso-42001,ISO/IEC 42001,A.6.1.3
ai-responsible-development,Responsible AI development lifecycle,iso-42001,ISO/IEC 42001,A.6.2.2
ai-responsible-development,Responsible AI development lifecycle,iso-42001,ISO/IEC 42001,A.6.2.3
ai-responsible-development,Responsible AI development lifecycle,iso-42001,ISO/IEC 42001,A.6.2.5
ai-responsible-development,Responsible AI development lifecycle,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.6
ai-verification-validation,"AI verification, validation & robustness",ai-governance-essentials,AI Governance Essentials,SR.2
ai-verification-validation,"AI verification, validation & robustness",ai-governance-essentials,AI Governance Essentials,LC.1
ai-verification-validation,"AI verification, validation & robustness",eu-ai-act,EU AI Act,HREQ-7
ai-verification-validation,"AI verification, validation & robustness",iso-42001,ISO/IEC 42001,A.6.2.4
ai-verification-validation,"AI verification, validation & robustness",nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.3
ai-verification-validation,"AI verification, validation & robustness",nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.4
ai-verification-validation,"AI verification, validation & robustness",nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.5
ai-verification-validation,"AI verification, validation & robustness",nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.6
ai-verification-validation,"AI verification, validation & robustness",nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.7
ai-technical-documentation,AI technical documentation,ai-governance-essentials,AI Governance Essentials,TR.2
ai-technical-documentation,AI technical documentation,eu-ai-act,EU AI Act,HREQ-3
ai-technical-documentation,AI technical documentation,iso-42001,ISO/IEC 42001,A.5.3
ai-technical-documentation,AI technical documentation,iso-42001,ISO/IEC 42001,A.6.2.7
ai-technical-documentation,AI technical documentation,nist-ai-rmf,NIST AI Risk Management Framework,MAP-2.2
ai-technical-documentation,AI technical documentation,nist-ai-rmf,NIST AI Risk Management Framework,MAP-4.2
ai-logging-records,AI system logging & record-keeping,eu-ai-act,EU AI Act,HREQ-4
ai-logging-records,AI system logging & record-keeping,iso-42001,ISO/IEC 42001,A.6.2.8
ai-transparency-disclosure,AI transparency & disclosure,ai-governance-essentials,AI Governance Essentials,TR.1
ai-transparency-disclosure,AI transparency & disclosure,ai-governance-essentials,AI Governance Essentials,TR.3
ai-transparency-disclosure,AI transparency & disclosure,eu-ai-act,EU AI Act,TRANS-1
ai-transparency-disclosure,AI transparency & disclosure,eu-ai-act,EU AI Act,HREQ-5
ai-transparency-disclosure,AI transparency & disclosure,iso-42001,ISO/IEC 42001,A.8.2
ai-transparency-disclosure,AI transparency & disclosure,iso-42001,ISO/IEC 42001,A.8.3
ai-transparency-disclosure,AI transparency & disclosure,iso-42001,ISO/IEC 42001,A.8.5
ai-transparency-disclosure,AI transparency & disclosure,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.8
ai-transparency-disclosure,AI transparency & disclosure,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.9
ai-transparency-disclosure,AI transparency & disclosure,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-1.4
ai-monitoring-incidents,AI monitoring & malfunction reporting,ai-governance-essentials,AI Governance Essentials,LC.3
ai-monitoring-incidents,AI monitoring & malfunction reporting,ai-governance-essentials,AI Governance Essentials,LC.4
ai-monitoring-incidents,AI monitoring & malfunction reporting,eu-ai-act,EU AI Act,HOBL-5
ai-monitoring-incidents,AI monitoring & malfunction reporting,eu-ai-act,EU AI Act,HOBL-6
ai-monitoring-incidents,AI monitoring & malfunction reporting,eu-ai-act,EU AI Act,HOBL-7
ai-monitoring-incidents,AI monitoring & malfunction reporting,iso-42001,ISO/IEC 42001,A.6.2.6
ai-monitoring-incidents,AI monitoring & malfunction reporting,iso-42001,ISO/IEC 42001,A.8.4
ai-monitoring-incidents,AI monitoring & malfunction reporting,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-2.3
ai-monitoring-incidents,AI monitoring & malfunction reporting,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-4.1
ai-monitoring-incidents,AI monitoring & malfunction reporting,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-4.3
ai-responsible-use,Responsible use of AI,iso-42001,ISO/IEC 42001,A.9.2
ai-responsible-use,Responsible use of AI,iso-42001,ISO/IEC 42001,A.9.3
ai-responsible-use,Responsible use of AI,iso-42001,ISO/IEC 42001,A.9.4
ai-responsible-use,Responsible use of AI,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-2.2
ai-supplier-management,AI supplier & third-party management,ai-governance-essentials,AI Governance Essentials,TP.1
ai-supplier-management,AI supplier & third-party management,ai-governance-essentials,AI Governance Essentials,TP.2
ai-supplier-management,AI supplier & third-party management,iso-42001,ISO/IEC 42001,A.10.2
ai-supplier-management,AI supplier & third-party management,iso-42001,ISO/IEC 42001,A.10.3
ai-supplier-management,AI supplier & third-party management,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-6.1
ai-supplier-management,AI supplier & third-party management,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-6.2
ai-supplier-management,AI supplier & third-party management,nist-ai-rmf,NIST AI Risk Management Framework,MAP-4.1
ai-supplier-management,AI supplier & third-party management,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-3.1
ai-supplier-management,AI supplier & third-party management,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-3.2
ai-use-case-definition,AI use case definition & context,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.1
ai-use-case-definition,AI use case definition & context,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.3
ai-use-case-definition,AI use case definition & context,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.4
ai-use-case-definition,AI use case definition & context,nist-ai-rmf,NIST AI Risk Management Framework,MAP-2.1
ai-use-case-definition,AI use case definition & context,nist-ai-rmf,NIST AI Risk Management Framework,MAP-3.3
ai-competence-training,AI competence & training,ai-governance-essentials,AI Governance Essentials,HO.3
ai-competence-training,AI competence & training,eu-ai-act,EU AI Act,GEN-1
ai-competence-training,AI competence & training,iso-42001,ISO/IEC 42001,A.4.6
ai-competence-training,AI competence & training,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-2.2
ai-competence-training,AI competence & training,nist-ai-rmf,NIST AI Risk Management Framework,MAP-3.4
ai-interdisciplinary-input,Interdisciplinary & diverse input to AI decisions,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-3.1
ai-interdisciplinary-input,Interdisciplinary & diverse input to AI decisions,nist-ai-rmf,NIST AI Risk Management Framework,MAP-1.2
ai-risk-culture,"AI risk culture, testing & information sharing",nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-4.1
ai-risk-culture,"AI risk culture, testing & information sharing",nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-4.3
ai-external-feedback,External feedback on AI impacts,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-5.1
ai-external-feedback,External feedback on AI impacts,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-5.2
ai-external-feedback,External feedback on AI impacts,nist-ai-rmf,NIST AI Risk Management Framework,MAP-5.2
ai-external-feedback,External feedback on AI impacts,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-3.3
ai-evaluation-design,AI test & evaluation design (TEVV),nist-ai-rmf,NIST AI Risk Management Framework,MAP-2.3
ai-evaluation-design,AI test & evaluation design (TEVV),nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-1.2
ai-evaluation-design,AI test & evaluation design (TEVV),nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.1
ai-evaluation-design,AI test & evaluation design (TEVV),nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.2
ai-evaluation-design,AI test & evaluation design (TEVV),nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.13
ai-independent-expert-review,Independent & expert review of AI measurement,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-1.3
ai-independent-expert-review,Independent & expert review of AI measurement,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-4.1
ai-independent-expert-review,Independent & expert review of AI measurement,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-4.2
ai-independent-expert-review,Independent & expert review of AI measurement,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-4.3
ai-fairness-bias-evaluation,AI fairness & bias evaluation,ai-governance-essentials,AI Governance Essentials,RM.3
ai-fairness-bias-evaluation,AI fairness & bias evaluation,nist-ai-rmf,NIST AI Risk Management Framework,MEASURE-2.11
ai-system-retirement,AI system deactivation & decommissioning,ai-governance-essentials,AI Governance Essentials,LC.5
ai-system-retirement,AI system deactivation & decommissioning,nist-ai-rmf,NIST AI Risk Management Framework,GOVERN-1.7
ai-system-retirement,AI system deactivation & decommissioning,nist-ai-rmf,NIST AI Risk Management Framework,MANAGE-2.4
ai-risk-treatment,AI risk treatment & sign-off,ai-governance-essentials,AI Governance Essentials,RM.4
ai-risk-treatment,AI risk treatment & sign-off,iso-42001,ISO/IEC 42001,6.1.3
ai-risk-treatment,AI risk treatment & sign-off,iso-42001,ISO/IEC 42001,8.3
ai-objectives-planning,AI objectives & planning,iso-42001,ISO/IEC 42001,6.2
ai-performance-evaluation,AI management performance evaluation,iso-42001,ISO/IEC 42001,9.1
ai-resource-documentation,AI resource documentation,iso-42001,ISO/IEC 42001,A.4.2
ai-resource-documentation,AI resource documentation,iso-42001,ISO/IEC 42001,A.4.4
ai-resource-documentation,AI resource documentation,iso-42001,ISO/IEC 42001,A.4.5
ai-customer-responsibilities,AI responsibilities toward customers,iso-42001,ISO/IEC 42001,A.10.4
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,ai-governance-essentials,AI Governance Essentials,RM.5
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-1
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-2
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-3
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-4
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-5
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-6
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-7
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-8
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-9
ai-prohibited-practices-screening,Prohibited and high-risk AI use screening,eu-ai-act,EU AI Act,PROH-10
ai-provider-obligations,Provider obligations for high-risk AI systems,eu-ai-act,EU AI Act,HOBL-1
ai-quality-management-system,Quality management system for high-risk AI,eu-ai-act,EU AI Act,HOBL-2
ai-conformity-assessment,"Conformity assessment, EU declaration & CE marking",eu-ai-act,EU AI Act,HOBL-3
ai-eu-database-registration,EU database registration for high-risk AI,eu-ai-act,EU AI Act,HOBL-4
ai-synthetic-content-marking,Marking of AI-generated and manipulated content,ai-governance-essentials,AI Governance Essentials,TR.4
ai-synthetic-content-marking,Marking of AI-generated and manipulated content,eu-ai-act,EU AI Act,TRANS-2
ai-deepfake-disclosure,Deep fake and published AI text disclosure,eu-ai-act,EU AI Act,TRANS-3
ai-biometric-emotion-notice,Notice for emotion recognition & biometric categorization,eu-ai-act,EU AI Act,TRANS-4
gpai-model-documentation,General-purpose AI model technical documentation,eu-ai-act,EU AI Act,GPAI-1
gpai-downstream-information,Information for downstream providers of a GPAI model,eu-ai-act,EU AI Act,GPAI-2
ai-copyright-ip-compliance,AI copyright & intellectual-property compliance,ai-governance-essentials,AI Governance Essentials,DA.5
ai-copyright-ip-compliance,AI copyright & intellectual-property compliance,eu-ai-act,EU AI Act,GPAI-3
gpai-training-content-summary,Public summary of GPAI training content,eu-ai-act,EU AI Act,GPAI-4
gpai-systemic-risk-obligations,Systemic-risk obligations for GPAI models,eu-ai-act,EU AI Act,GPAI-5
ai-model-security,"Security of AI models, data & pipelines",ai-governance-essentials,AI Governance Essentials,SR.1
ai-model-security,"Security of AI models, data & pipelines",ai-governance-essentials,AI Governance Essentials,SR.4
ai-adversarial-resistance,Adversarial & misuse resistance,ai-governance-essentials,AI Governance Essentials,SR.3
ai-model-change-management,"Change control for models, prompts & configuration",ai-governance-essentials,AI Governance Essentials,LC.2
foundation-model-oversight,Foundation model & AI API oversight,ai-governance-essentials,AI Governance Essentials,TP.3
employment-classification,Worker classification review,esg-essentials,ESG Essentials,S.12
employment-classification,Worker classification review,us-employment-federal,US Employment Law (federal baseline),us.classification.exempt
employment-classification,Worker classification review,us-employment-federal,US Employment Law (federal baseline),us.classification.independent-contractor
leave-administration,Statutory leave administration,us-employment-federal,US Employment Law (federal baseline),us.leave.fmla
leave-administration,Statutory leave administration,us-employment-federal,US Employment Law (federal baseline),us.leave.userra
leave-administration,Statutory leave administration,us-employment-federal,US Employment Law (federal baseline),us.leave.federal-jury
benefits-administration,Benefit plan administration,us-employment-federal,US Employment Law (federal baseline),us.benefits.cobra
benefits-administration,Benefit plan administration,us-employment-federal,US Employment Law (federal baseline),us.benefits.erisa
benefits-administration,Benefit plan administration,us-employment-federal,US Employment Law (federal baseline),us.benefits.aca-employer
benefits-administration,Benefit plan administration,us-employment-federal,US Employment Law (federal baseline),us.termination.cobra-election-notice
anti-discrimination-program,Anti-discrimination & accommodation program,esg-essentials,ESG Essentials,S.3
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.title-vii
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.ada
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.adea
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.gina
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.pregnancy
anti-discrimination-program,Anti-discrimination & accommodation program,us-employment-federal,US Employment Law (federal baseline),us.antidiscrim.pwfa
workplace-notices,Workplace notices & postings,pipeda,PIPEDA,7.3
workplace-notices,Workplace notices & postings,us-employment-federal,US Employment Law (federal baseline),us.posting.federal-workplace-posters
labor-relations-practice,Protected activity & labor relations,esg-essentials,ESG Essentials,S.14
labor-relations-practice,Protected activity & labor relations,us-employment-federal,US Employment Law (federal baseline),us.labor.nlra-protected-activity
workforce-reduction-notice,Workforce reduction notice assessment,us-employment-federal,US Employment Law (federal baseline),us.termination.warn
childrens-privacy-program,Children’s online privacy program,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/scope/determination
childrens-privacy-program,Children’s online privacy program,amazon-child-directed,Amazon Appstore Child-Directed Apps,child-directed/legal/coppa-compliance
childrens-privacy-program,Children’s online privacy program,apple-kids,Apple App Store Kids Category,1.3/childrens-privacy-law
childrens-privacy-program,Children’s online privacy program,coppa,COPPA,312.3
childrens-privacy-program,Children’s online privacy program,google-play-families,Google Play Families,families/console/target-audience
childrens-privacy-program,Children’s online privacy program,google-play-families,Google Play Families,families/requirements/legal-compliance
childrens-privacy-notice,Children’s privacy notice (direct & online),apple-kids,Apple App Store Kids Category,5.1.1(i)
childrens-privacy-notice,Children’s privacy notice (direct & online),apple-kids,Apple App Store Kids Category,5.1.4(b)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(a)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(b)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(c)(1)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(c)(2)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(c)(3)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(c)(4)
childrens-privacy-notice,Children’s privacy notice (direct & online),coppa,COPPA,312.4(d)
childrens-privacy-notice,Children’s privacy notice (direct & online),google-play-families,Google Play Families,families/requirements/data-disclosure
parental-consent,Verifiable parental consent,apple-kids,Apple App Store Kids Category,5.1.4(a)/birthdate-parental-contact
parental-consent,Verifiable parental consent,coppa,COPPA,312.5(a)(1)
parental-consent,Verifiable parental consent,coppa,COPPA,312.5(a)(2)
parental-consent,Verifiable parental consent,coppa,COPPA,312.5(b)(1)
parental-consent,Verifiable parental consent,gdpr,GDPR,Art.8(1)
parental-consent,Verifiable parental consent,gdpr,GDPR,Art.8(2)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(1)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(2)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(3)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(4)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(5)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(6)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(7)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(8)
childrens-consent-exceptions,Consent-exception handling for children’s data,coppa,COPPA,312.5(c)(9)
parent-review-deletion,"Parent review, refusal & deletion requests",coppa,COPPA,312.6(a)(1)
parent-review-deletion,"Parent review, refusal & deletion requests",coppa,COPPA,312.6(a)(2)
parent-review-deletion,"Parent review, refusal & deletion requests",coppa,COPPA,312.6(a)(3)
parent-review-deletion,"Parent review, refusal & deletion requests",gdpr,GDPR,Art.15(1)
parent-review-deletion,"Parent review, refusal & deletion requests",gdpr,GDPR,Art.17(1)
child-data-minimization,Minimized collection in children’s activities,apple-kids,Apple App Store Kids Category,1.3/no-third-party-transfer
child-data-minimization,Minimized collection in children’s activities,coppa,COPPA,312.7
child-data-minimization,Minimized collection in children’s activities,gdpr,GDPR,Art.5(1)
child-data-minimization,Minimized collection in children’s activities,google-play-families,Google Play Families,families/requirements/child-only-identifiers
child-data-minimization,Minimized collection in children’s activities,google-play-families,Google Play Families,families/requirements/ad-id-permission
child-data-minimization,Minimized collection in children’s activities,google-play-families,Google Play Families,families/requirements/mixed-identifiers
child-data-minimization,Minimized collection in children’s activities,google-play-families,Google Play Families,families/requirements/phone-number
child-data-minimization,Minimized collection in children’s activities,google-play-families,Google Play Families,families/requirements/child-only-location
childrens-app-store-declarations,App-store audience declarations & metadata,apple-kids,Apple App Store Kids Category,1.3/age-band
